Role,Dialogue
피해자,여보세요?
사기범,"네, 여보세요."
피해자,네.
사기범,"네, 안녕하세요. 여기는 현대저축은행 자금회수팀에 OOO팀장입니다."
피해자,네네.
사기범,"네, 전화받으시는분 성함이 OOO 맞으신가요?"
피해자,네 맞습니다.
사기범,"네, 안녕하세요. 전화드린건 다름이 아니고요,"
피해자,네네.
사기범,은행측에서 일시상환 요청이 들어와서 연락드렸습니다.
피해자,네네.
사기범,고객님 혹시 국민은행을 통해서 상환을 하신다고 요청협조 해주신 선례가 따로 어떻게 되실까요?
피해자,"아~저, 좀 아는분인데요."
사기범,아 네네.
피해자,"네, 저 고금리 사용하지 말라고 해서요 상환할려고 해요"
사기범,아 그 알고계시는분이 국내 은행쪽에 종사하고 계시는 직원 분이신가요?
피해자,네네.
사기범,"아 그러신가요, 알겠습니다. 안내받기로는 5월 19일 금요일 날짜로 자금받아보신 부분, 2300만원 전액 완납상환 하신다고 안내 받았는데요."
피해자,네네.
사기범,이 부분 맞으신가요?
피해자,네.
사기범,"아, 맞으시구요. 그러시면 고객님께서 자동이체 설정해주신 계좌로 자동이체 해가도록 도움드릴거구요."
피해자,네.
사기범,시각은 오후 1시경에 결제처리 도와드릴 수 있도록 진행해 드려보겠습니다. 이 부분 동의하시구요?
피해자,네.
사기범,"네, 알겠습니다."
피해자,네.
사기범,다음에도 저희 현대저축은행 이용 부탁 드려보겠구요.
피해자,네.
사기범,저는 현재저축은행 자금회수팀에 OOO팀장이었습니다.
피해자,"네, 알겠습니다."
사기범,네~에.
