Role,Dialogue
피해자,여보세요
사기범,여보세요
피해자,네네
사기범,아 네 고객님 결과 나오셨구요.
피해자,네네.
사기범,아 지금 저희 쪽 한도는 구천 삼백에 2.6프로 나오셨어요.
피해자,아 예
사기범,요거는 우선 일차적으로 저희 쪽 가상 결과시구요.
피해자,네네
사기범,저희가 이제 가상 결과를 한국 자산 관리 공사에 올릴 거구요.
피해자,네 네
사기범,자산 관련해서 이 금액만큼 보증 보험서가 발급이 되셔야 대출이 실행되시는 거예요.
피해자,아 예 예
사기범,우선 일차 심사는 마감되신 거고 이 차 심사는 고객님이 직접 신청해 주셔야 되는 부분이 있으신데요.
피해자,네 네
사기범,네 제가 그 부분 설명 드릴거구요. 적으실 필요는 없으세요.
피해자,아 예
사기범,불러 드릴거에요.
피해자,예 예
사기범,우선 컴퓨터 사용하시는데 문제는 없으시죠.
피해자,예 예
사기범,그러면 네이버나 다음에 한국 자산 관리 공사 치시면 KAMCO라고 나오실 거예요.
피해자,예예
사기범,거기 들어가셔서 전자 신용 보고서를 작성을 해주시고
피해자,예예
사기범,작성이 완료 되시면 고객님 인증서 등록로 해주셔야 되세요
피해자,예예
사기범,혹시 인증서는 사용 중이세요?
피해자,예예
사기범,어 어디 은행 꺼 사용 중이세요?
피해자,외환은행이요.
사기범,아 지금 하나 은행이요.
피해자,네 네
사기범,"아 저희 쪽에는 지금 등록되실 수 있는 게, 저희 농협하고, 기업하고, 우리밖에 없으신데"
피해자,아 그럼 다시 뭐 농협으로 제가 다시 발급 받아야 겠네요.
사기범,네네 그러시면 농협으로 발급 받으시고 혹시 그 보안 매체가 보안 카드세요 OTP세요?
피해자,저 보안 카드 인데.
사기범,아 보안 카드 안 되세요 고객님. 그러시면 농협 가셔서 신청하실 때 그니까 뭐 바꾸시지 마시고 폐기하지 마시고
피해자,예 예
사기범,농협 가셔서 신청을 하세요. 저희 지점 가셔서 아무데나 가셔 가지고
피해자,예예
사기범,인터넷 뱅킹 신청하시고 OTP로 발급 받아 주세요.
피해자,아 예예.
사기범,그러시고 저한테 연락주세요 고객님.
피해자,아 예예
사기범,네 알겠습니다. 그럼 받으시고 저한테 연락주세요 고객님.
피해자,예 알겠습니다
사기범,네
