Role,Dialogue
피해자,여보세요?
사기범,여보세요. 예 안녕하십니까? 저 신한 은행 이정원 대리라고 합니다.
피해자,예
사기범,예 저희 쪽으로 음성 안내 메시지 들으시고 마이너스 통장 상담 문의하신 고객님 아니십니까?
피해자,"아 아니 제가 소리가 잘 안들려가지고 눌렀었는데, 은행 마이너스 통장이요?"
사기범,"그렇죠, 마이너스 통장은 은행권에서 밖에 발급이 안 되시죠."
피해자,아 근데 저는 조건 안될꺼에요.
사기범,어떤 거 때문에 조건이 안 되신다고 말씀하시는 건가요?
피해자,아 제가 마이너스 통장도 뭐 대출이랑 다를게 없잖아요?
사기범,그렇죠. 신용 대출이죠. 예예. 연체된게 있으신가요?
피해자,"연체, 그런 건 없는데 어떻게 제가 주거래 은행이 기업은행인데 거기가서 대출을 받아 볼려고 해봤어요. 내부등급, 그러니까 다중 채무 등급이 높아가지고 어렵다는 얘기를 들어서, 뭐 그래서 되겠어요 다른데도? 주거래 은행에서도.."
사기범,한가지만 여쭤볼게요.
피해자,예 예
사기범,지금 직장인이세요 아니면 사업 하고 계세요?
피해자,직작인이에요.
사기범,연봉은요?
피해자,팔천이백이요.
사기범,채무는 총 얼마나 있으시죠.
피해자,채무 현재 있는 거는 천 칠백 있는데 예 저축 은행.. 예 캐피탈꺼 있어요 캐피탈. 그거에요. 그래서 제가 어제 오늘 해가지고 지금 뭐 다른 저축 은행이나 이런데 문의를 하고 있었던 중이였거든요.
사기범,어? 그러시면 진행 가능하신데.
피해자,아 근데 뭐 내부 등급.. 내부 등급이 아니라 다중 채무 등급인가? 그런게 높아 가지고
사기범,예예
피해자,그렇게 해가지고 그것 때문에 좀 불가하다 따른건 괜찮은데.. 그렇게 얘기를 하더라고요?
사기범,어 제가 볼 때는 무난하게 심사 승인 나오실 거 같으신데요?
피해자,아..
사기범,연봉 대비 뭐 채무가 이 십프로 남짓밖에 안 잡히신 이십오 프로? 이십 프로밖에 안 되시는데 무조건 나오시죠.
피해자,"근데 뭐 안된데요. 그리고 제가 이제 등급, 신용 등급이 나이스가 5등급이고 하하등급인가 나오더라고요. 제가 보니까. 근데 아까 뭐 다중채무등급인가? 그게 9등급이 나온다고.. 그것 때문에 힘들다. 그렇게 얘기를 해서 계속 딴 데를 알아보고 있는 중이거든요."
사기범,나이스 4등급이면 무조건 가능하신데.
피해자,음.. 그게 왜 그러죠?
사기범,예 그럼 제가 한번 진행 한번 도와드려볼게요. 어떤 직종에 재직 중이시죠?
피해자,어떤? 아 직장 명이요?
사기범,예 예
피해자,OO요.
사기범,OO에서 사무직으로 재직을 하시는 거고
피해자,네네
사기범,아 재직하신 지 얼마 되셨습니까?
피해자,아 제가 이천이년 일 월부터.
사기범,십오년가량 되셨네요?
피해자,네네.
사기범,연봉은 뭐 팔천이백이라고 하셨죠?
피해자,작년 그 뭐죠? 연말정산..
사기범,사대 보험 당연히 적용되시고요.
피해자,네 네 네
사기범,아까 채무가 있으신 게 어디 있으시다고 말씀하셨죠?
피해자,OOO캐피탈이요.
사기범,"예 OOO에, 이게 금액은 아까 천 칠백이요?"
피해자,네 네 네
사기범,이거 외 에는 다른 건 없으시고
피해자,네 네
사기범,신용 카드 이용하시죠? 예 신용 카드 이용하시면서 현금 서비스나 카드론 받으신 부분은 없으신가요?
피해자,아 현금 서비스를 작년.. 작년인가? 작년 십이월하고 올 일월인가 한번 씩 받았던 건 있었어요.
사기범,예 그렇게 소액 건 맞으시고 지금 지금 이용 중 이 신건?
피해자,"없어요, 없어요."
사기범,제가 한 가지만 좀 여쭤볼게요.
피해자,네
사기범,OOO 캐피탈에서 지금 자금 받으신 게 금리 몇 프로 나오셨나요?
피해자,금리는.. 17.9프로요.
사기범,굉장히..
피해자,네 굉장히 높아요...
사기범,카드 이용하시니까 카드론 이용 하시는게 낫지 않으시겠어요?
피해자,카..카드론이요?
사기범,예 예
피해자,카드론은 뭐 어떻게 똑같은 거 아닌가요?
사기범,금리 부분으로 아무래도 제가 볼 때가 카드를 많이 사용하시고 지금 나이스 등급 4 등급 정도 나오신다고 말씀하시니까 캐피탈 진행하시는 거보다는 카드론이 금리도 좀 저렴하게 잘 나오실 거 같아서 제가 좀..
피해자,나이스는 5등급이고요.
사기범,"네 그래도 뭐 크게 별 다른 차이는 없으실 거 같으신데 어차피 카드사에서는 고객님의 신용 등급도 보지만 기존에 이제 뭐 사용하시는 사용량을 보면,, 봄으로서 한도가 발생되는 거거든요."
피해자,네 네
사기범,살때는 카드론 쪽에서 뭐 이용을 하시더라도 굳이 나쁜 결과는 안 나오실 거 같으신데 일단 지금 자금 계획 있으신 게 어떤 용도로 사용하시려고 생각을 하시는 건가요?
피해자,"그거 이게 이자가 높아서 그렇죠. 예 대환하려고. 지날달에 했어요, 지난 달에 했는데. 대환하고, 일부 상환 자금으로 쓸려고 했던거죠."
사기범,음 그럼 자금 대환 말고 신규 자금한 오백 가량 정도만 있으시면 되는 거고요?
피해자,네 네
사기범,아 예 알겠습니다. 저희가 뭐 조회를 해보고 결과 안내를 해드려 볼 거구요. 아 마지막으로 본인 확인해서 우리 고객님 성함이랑 생년월일만 여섯 자리 확인 부탁 드리겠습니다.
피해자,OOO고요 OOOOOO
사기범,네 OOOO 맞으세요?
피해자,예 예
사기범,"아 예 소중한 정보 감사 드리구요. 저희가 뭐 조회를 해보고 결과 나오는 대로 연락을 드릴 텐데 아무래도 가조회때 소요되는 시간은 한시간에서 두시간까지가 소요가 되십니다,"
피해자,네 네
사기범,점심 식사 맛있게 하시고 제가 한시 이후로 연락 한번 다시 한번
피해자,알겠습니다
사기범,"예 감사합니다. 이름이랑 연락처 문자로 발송을 해드릴텐데, 문의 사항이나 뭐 궁금한 사항 있으시면 언제 연락 주세요"
피해자,예 알겠습니다
사기범,예 감사합니다
