Role,Dialogue
피해자,여보세요.
사기범,예 말씀 하세요.
피해자,네 그거 언제 확인 가능해요?
사기범,그거 금감원에서 환급 받으셔야 되세요.
피해자,금감원에 전화 해야 한다고요?
사기범,네 전화 한번 해보세요.
피해자,금감원에서 어떻게 하면 될까요?
사기범,"금감원에서 세무 대행팀을 배정 받아 온 거니까요. 어제, 어제 같은 경우는 잘못 수납.. 잘못 수납해서 환급이 됐지만 이거는 진행이 가능한 상태에서 고객님 취소하는 거잖아요."
피해자,네
사기범,그럼 환급은 직접 직접 신청하셔야 돼요. 지금 확인해 보니까.
피해자,직접 신청하면 된다고요?
사기범,직접 신청해보세요.
피해자,금감원으로 어떻게 신청을 해요?
사기범,어제처럼 전화하시면 되죠.
피해자,뭐 어디 금감원으로 전화해서 신청하면 가능 하다고요? 어디 그럼 등록이 되어 있다는 거에요?
사기범,등록이 안돼있을까요 그러면? 어제 확인해 보셨잖아요. 하 진짜 저는 딱 보여줘요. 잔뜩 의심하시고 저한테 환급을 원하시는 게 어떤 의도로 그러는지 그게 제일 궁금하고요. 저는 환급을 도와드리는 게 아니고 고객님 직접 환급 받으시면 되세요.
피해자,음 그래요?
사기범,맞잖아요. 잔뜩 의심하시고 제가 뭘 더 말씀드려요.
피해자,아니 근데 법무 계좌가 아니고 개인 계좌로 들어간 거잖아요.
사기범,"그니까, 고객님께서 다 알아보시고 잔뜩 의심하시고서 왜 저한테 그러시냐고요."
피해자,아니 그쪽에서 입금해서 한거니까.
사기범,저희 쪽으로 수납한 게 없잖아요.
피해자,금감원으로 환급 처리하면 된다고요?
사기범,그니까 저희 측에서 돈을 받은 적이 없잖아요.
피해자,아 저희가 입금을 했잖아요.
사기범,그거는 그건 신애으로 입금한거고.
피해자,"아니 나머지 천만원 말이에요, 천이십오 만원."
사기범,그니까요 그거.
피해자,그니까요 그 금액은 금감원으로 하면 환급이 진행이 된다는 거에요?
사기범,몇번을 말씀드려요?
피해자,그러면 그거는 김형태씨가 신청을 해서 이쪽으로 보내는게 우리가 하는 거라고요?
사기범,전 해드릴 의사가 없다고요. 고객님이 신청하라고요. 취소를.
피해자,아니 그 절차를 얘기 해주셔야.. 그냥 전화로 하면 진행이 된다고요?
사기범,"네. 저도요,"
피해자,네
사기범,더 이상 뭐 설득 드리고 그럴게 없어요. 그냥 취소해 취소.
피해자,아니 그 보이스 피싱 이름 똑같이 나와 있잖아요 어제. 네이버에 확인했더니.
사기범,누가 나와있어요.
피해자,현대 캐피탈 보이스 피싱 유형 이렇게 해서 떴다고요.
사기범,"그래요, 그게 내가 아까도 말씀 드렸어요, 그분한테. 그게 십일월 오 일자로 된 게 하나라도 있으면 찾아보세요. 없죠. 그 이후에 나온 상품이 어떻게 그 이전에 사고 접수가 들어간 게 있을까요. 말도 안 되시죠."
피해자,아니 그 계좌라는게 법무 계좌라고는 하시는데.
사기범,아니라니까 몇 번을 말씀을 드려. 내가 그럼 내가 진짜라 그러지 뭘 그럼 아니 취소해 드린다니까. 무슨 말씀이 많으세요? 맞잖아요.
피해자,아니 그럼.. 제가 법무.. 금감원에 신청을 하면 된다는 거에요?
사기범,네.
피해자,네 알았어요.
