Role,Dialogue
사기범,아 제가 잘못 알아들어가지고 예 그거 지금 전화하셔가지고 뭐 이제 그 반환 신청하시면은 6시 전까지 하시면은 되시거든요
피해자,반환 신청 다시 해서 그럼 진행이 어떻게 되나요?
사기범,진행을 다시 처음부터 다시 도와드릴게요
피해자,아니 어떻게 하는지 지금 설명을 해주세요. 제가 그러면 하라는데로 진행을 할게요
사기범,산와머니 쪽에 그리고 저희가 지금 이게 그 온라인으로 안 돼있으신데 혹시 신한 캐피탈 그 뭐 앱 뭐 삭제하셨나요? 그거를?
피해자,아니요
사기범,어 그러면 데이터를 꺼 놓으셨나요?
피해자,아니요
사기범,아 이게 온라인으로 돼있으셔야지 저희가 이제 실시간으로 이제 도와드릴 수 있는 부분인데 지금 오프라인으로 돼있으세요
피해자,네
사기범,네 이거 다시 한번 연결 한 번 해주셔야 되거든요
피해자,그러면
사기범,예 예
피해자,그쪽에서도 산와에다가 돈을 주시는거죠? 저도 산와에다가 일부를 납부를 하는건가요?
사기범,그렇죠 일단은. 일단은 그 늦기 전에 그 산와 쪽에 전화해서 반환 신청 먼저 하시는 게 일단은 일손이 좀 되게 급한 문제거든요 그게. 지금은 갚은 거밖에 안 돼가지고.
피해자,아니 갚아야되는 돈을 준다면서요. 상환이 아니고
사기범,"저희도 같이 상환을 해야 되는데 혼자 다 납부를 해볼, 하셨잖아요. 그래서 고객님 문제가 생기시는 건데, 지금 이제 뭐 저희 이제 통화를 해봤자 지금 바뀌는 게 없어요. 그래서 지금 반환 신청을 하셔야, 하신 다음에 저랑 다시 얘기하는 게 그게..."
피해자,그럼 그쪽에서 어느 정도 상환을 해주시는거에요?
사기범,저희는 아까 말씀드렸듯이 조금이라도 금액이 들어가야 돼요
피해자,그쪽으로요?
사기범,"네 저희가 저희 쪽으로 그니까, 저희 측에서도 이제 납부를 같이 하는 조건으로 하는 거거든요"
피해자,제가 그쪽에다가 납부를 하는거에요? 아니면 산와쪽으로 납부를 하는거에요?
사기범,"산와 쪽으로 납부를 하시고요. 저희 쪽도 나머지 금액을 같이 납부를 해야지 그게 인정이 되시는 부분이라서, 일단은..."
피해자,신한에서 산와로요?
사기범,"일단은 일단 그 반환 신청 먼저 하시고, 반환 신청 받으시면은 제가 다시 공문 협조를 보낼께요"
피해자,네
사기범,"예, 그 다음에 이제 같이 진행을 해야 돼요. 저희도 이제 얼마 넣고, 그 쪽 측에서도 고객님도 이제..."
피해자,"예, 알겠습니다. 우선 알겠습니다"
사기범,일단 반환 처리하시고 바로 연락을 다시 주세요
피해자,네
