Role,Dialogue
고객,카드 분실에서 재발급 받으려고요.
상담사,네 카드 분실 신고 후 재발급 신청하지 않은 경우 새 카드로 재발급 받으실 수 있습니다.
고객,재발급 신청 시간이 따로 있나요?
상담사,유선으로 신청하시면 평일 아홉시에서 18시에 접수 가능하고 홈페이지 통화하시면 24시간 가능합니다.
고객,"아, 그럼 홈페이지로 해야겠네요?"
상담사,새 카드 받기 전까지 카드에 이용할 수 있는 방법은 없나요?
고객,기존에 이용 중인 삼성 카드를 삼성 페이 앱에 등록한 경우 분실 신고와 재발급을 동시에 신청하면 삼성 페이 예외 신용 이용 신청이 가능합니다.
상담사,예외이용 신청하면 계속 사용할 수 있는 건가요?
고객,아니요.
상담사,분실 신고 후 7일 동안 기존 등록된 카드를.
고객,삼성페이로 이용할 수 있습니다.
상담사,"아, 그렇군요."
고객,그럼 한도는 기존 카드 한도에 맞게 쓸 수 있는 거죠.
상담사,"네, 더 자세한 사항은 한도 승인 관련해서 상담원 연결을 통해 문의하시기 바랍니다."
고객,연락처 알려주시겠어요?
상담사,일오팔팔에 0000입니다.
고객,"네, 감사합니다."
상담사,다른 문의사항 있으신가요?
고객,아 제가 분실한 카드에.
상담사,코스트코 바우처가 있는데 그건 어떻게 되는 건가요?
고객,코스트코 바우처는 유효기간까지 코스트코에서 이용하실 수 있습니다.
상담사,카드 분실이랑 상관없이 사용할 수 있다는 말씀이시죠?
고객,"네, 그렇습니다."
상담사,알겠습니다.
고객,감사해요.
상담사,
