Role,Dialogue
고객,수표는 분실 신고할 때 비용이 드나요?
상담사,"네, 맞습니다."
고객,어떤 비용이 드는 거죠.
상담사,은행에 지급정지 처리 수수료 5000 원과 미지급증명서 발급 수수료 2000 원이 듭니다.
고객,수수료만 드나요?
상담사,보증금이 드는데요?
고객,보증금이요.
상담사,네 분실된 수표로 인해 은행에서 손해 보는 일 이 발생할 경우를 대비하여.
고객,이십에서 40% 정도의 보증금을 받고 있습니다.
상담사,보증금이라면 나중에 돌려받는다는 거네요?
고객,"네, 최종적으로 법원에서 제권 판결이 나오면 분실된 수표 금액과 보증금을 다시 돌려받으실 수 있습니다."
상담사,보통 제권 판결 나오기까지 얼마나 걸리나요?
고객,법원에 공시 최고를 공시 최고를 신청하시고.
상담사,삼 개월 후에 채권 판결이 나옵니다.
고객,채권 판결을 받고 은행 가면 돈은 바로 나오나요?
상담사,아닙니다.
고객,은행마다 기간의 차이는 있으나 저희 은행의 경우 1달 정도 후에 드리고 있습니다.
상담사,혹시 법원에 공시 최고 신청 시에도 비용이 발생되나요?
고객,"네, 맞습니다."
상담사,송달료와 인지 비용이 있습니다.
고객,어느 정도요?
상담사,법원에 확인해 보셔야 하나?
고객,대략 이에서 3만 원 정도가 되는 것으로 알고 있습니다.
상담사,시간과 돈이 많이 드는군요.
고객,안내 감사합니다.
상담사,"네, 좋은 하루 되세요."
고객,
