Role,Dialogue
고객,보 휴면보험 계좌가 있는지 알아볼 수 있나요?
상담사,"네, 확인하실 수 있습니다."
고객,보험이 휴면처리 되기 전에 보험사에서 통보해 주어야 하는 거 아닌가요?
상담사,주기별로 휴면 보험금을 고객에게 안내해 드리고 있습니다.
고객,안내는 받아본 적이 없는데 휴면보험 계좌가 있는 사람한테만 안내를 해주는 건가 봐요.
상담사,휴면 보험금이 없는 고객이더라도 고객의 보험 관련 내용을 우편으로 안내해 드리고 있습니다.
고객,우편물을 받아본 적이 없는데 뭐가 잘못된 건가요?
상담사,우편에서 누락되거나 우편물이 분실되었을 수도 있으므로 종이 우편 안내를 지정하지 않으셨을 수도 있습니다.
고객,지금 휴면 보험 계좌가 있는지 확인은 어디에서 하나요?
상담사,보험사 콜센터에서 확인 가능하십니다.
고객,관련 내용 안내를 받으려면 본인 확인을 해야 되겠죠.
상담사,어떤 방법으로 확인하나요?
고객,비밀번호 입력으로 확인 가능하십니다.
상담사,비밀번호가 있다고요?
고객,가입할 때 비밀번호 설정을 안 했던 것 같은데 어쩌죠?
상담사,보험 가입 초기에 비밀번호를 설정하지 않으셨거나.
고객,잊어버리셨으면 고객센터를 방문하셔야 합니다.
상담사,고객센터에 가야 하는군요?
고객,그럼 조회되면 바로 받을 수 있겠네요?
상담사,"네, 휴면 보험금은 바로 청구 가능합니다."
고객,휴면 보험금 청구하면 바로 지급되나요?
상담사,휴면 보험금이 100만 원 미만인 경우 요청 계좌로 즉시 송금해 드립니다.
고객,대리인이 청구할 수 있나요?
상담사,대리인이 신청하실 경우 대리인임을 증명할 서류를 준비하시면 됩니다.
고객,
