Role,Dialogue
고객,청약저축을 담보로 대출받을 수 있나요?
상담사,예 대출이 가능합니다.
고객,대출 가능 금액 한도는요?
상담사,예금 잔액의 90% 이내로 가능합니다.
고객,내 청약저축을 담보로 받을 수 있는 대출금액은요?
상담사,고객님의 총 금액이 400만 원이라 360만 원까지 가능합니다.
고객,금리는 몇 퍼센트죠?
상담사,변동금리로 대략 삼 퍼센트 안팎입니다.
고객,"네, 알겠습니다."
상담사,필요하신 자금이 얼마나 되세요?
고객,고민되네요.
상담사,300만 원 이하일 때와 이상일 때가 서류가 좀 다릅니다.
고객,어떻게 다른가요?
상담사,300만 원 이하일 때는 신분증 통장 도장 필요합니다.
고객,300만 원 이상일 때는요 등본과 소득 금액 증명원이 추가로 필요합니다.
상담사,그럼 저는 300만 원 이하로 할래요?
고객,그럼 서류를 지참하시고 가까운 은행에 방문해 주세요.
상담사,어느 은행에서 대출 신청해야 하나요?
고객,청약저축을 가입하신 은행에 방문하세요.
상담사,
