Role,Dialogue
고객,공공보험이죠.
상담사,건강의 보상금액을 알고 싶어요.
고객,공 공 파트인데 한 가지 질문이 있어요.
상담사,질병 또는 상해 확진 판정을 받으셨습니까?
고객,절차상 본인 확인을 실시하도록 도움을 드려도 될까요?
상담사,그렇다면 선생님의 출생월일이 어떻게 됩니까?
고객,제 생년월일은 0000 공공공공공이에요 두 번째입니다.
상담사,고객님의 이름을 알려주시면 감사하겠습니다.
고객,이름은 000입니다.
상담사,휴대전화 번호 마지막 네 자리는 어떻게 되나요?
고객,저의 휴대폰 번호 마지막 네 자리는 0000입니다.
상담사,본인 확인이 되었습니다.
고객,보상금액이 어떻게 되는지 알려주시길 아주아주 바라는데요.
상담사,실례지만 몇 가지 더 여쭤보겠습니다.
고객,뭡니까 가이바신 상품이 공공공공공공 상품이 맞습니까?
상담사,아주 정확하게 잘 조회해 주셨네요.
고객,다 끝난 것 아닌가요?
상담사,그렇다면 000000 상품의 보상금액은?
고객,공공공공공공공원으로 나옵니다.
상담사,"네, 이상 상담은 공공공이었습니다."
고객,
