Role,Dialogue
고객,혹시 군인 전용 대출 상품이 있나요?
상담사,"네, 있습니다."
고객,자격이 어떻게 되나요?
상담사,중사 계급 이상 또는 3년 이상 군 복무자의 경우 가입 가능합니다.
고객,가입 조건 같은 게 있나요?
상담사,군인 통장 개설과 급여 이체만 하시면 됩니다.
고객,지금 다른 은행으로 급여 이체가 되어 있는데요.
상담사,매월 급여라는 항목으로 50만 원 이상 입금되시면 가입이 가능합니다.
고객,그렇군요.
상담사,통장만 만들면 되는 건가요?
고객,"네, 그러면 군인전용 대출 상품 이용 가능합니다."
상담사,다른 대출 상품 대비 좋은 게 있나요?
고객,군인생활 안정자금 대출은 다른 신용대출 대비 이자율이 일 퍼센트 이상 낮습니다.
상담사,그렇군요.
고객,신청은 어떻게 하는 건가요?
상담사,군인 생활 자금 안정 추천서와 함께 영업점 방문하시면 됩니다.
고객,인터넷 가입은 안 되는 건가요?
상담사,"네, 군인 신분 확인 등의 절차로 인해 온라인 개설은 불가능합니다."
고객,그 왜 필요한 건 없나요?
상담사,군 복무 증명서와 본인 신분증 지참 바랍니다.
고객,"네, 감사합니다."
상담사,
