Role,Dialogue
고객,여보세요 대출 관련 여쭙고 싶습니다.
상담사,지금 마이너스 통장을 이용 중인데 이거 해지하고 싶었어요.
고객,아 만기 전에 상품 해지를 요청하시는 상황이신가요?
상담사,"네, 맞습니다."
고객,사용에 불편하신 점이 있으셨나요?
상담사,아니요.
고객,그냥 돈을 좀 계획없이 사용하게 되는 것 같았어요.
상담사,혹시 지금 약정 해지하면 다시 사용이 어려울까요?
고객,만기 전까지라면 별도 심사 없이 다시 사용 가능합니다.
상담사,해지하려면 어떻게 하면 되나요?
고객,영업점 방문이나 콜센터 또는 인터넷 뱅킹으로도 가능합니다.
상담사,전화로도 가능하다는 말씀이지요?
고객,맞습니다.
상담사,필요한 정보 같은 게 있나요?
고객,마이너스 통장의 계좌번호와 비밀번호를 확인하고 있습니다.
상담사,본인만 이용 가능한가요?
고객,네 예금주 본인만 서비스 이용 가능하십니다.
상담사,해지하게 되면 마이너스 통장의 이자는 언제 나가나요?
고객,지금 마이너스 통장 이용 중이신가요?
상담사,"네, 50만 원 정도 사용 중입니다."
고객,이용금액 납부와 함께 이자는 즉시 출금하시면 됩니다.
상담사,
