Role,Dialogue
고객,"보험료 납입 방법을 카드로 변경했는데 통장에서 이중 출금되었네요 네, 고객님 불편을 드려 죄송합니다."
상담사,성함과 주민번호 앞 일곱 자리 말씀 부탁드립니다.
고객,000 공공공공공공공입니다.
상담사,소중한 정보 감사합니다.
고객,고객님 말씀대로 카드 결제되었고.
상담사,통장에서도 인출되었습니다.
고객,카드 변경했는데 왜 통장에서 출금되었지요?
상담사,카드 결제 승인 시간이 있어서 이중으로 출금되었습니다.
고객,환불은 되나요?
상담사,"네, 고객님 결제 확인 후 자동 결제 통장으로 다시 입금해 드립니다."
고객,다음 달부터는.
상담사,카드결제로 보험료 납부되죠?
고객,네 고객님 카드결제로 납부되십니다.
상담사,그런데 카드결제시 제가 알고 있는 보험료랑 조금 차이가 있던데요.
고객,네 카드사 수수료가 추가되기 때문에 보험료가 차이가 날 수 있습니다.
상담사,그래요 그건 몰랐네요.
고객,통장 인출로 변경해 드릴까요?
상담사,아닙니다.
고객,신용카드로.
상담사,결제 납부할게요.
고객,다른 문의사항은 없습니까?
상담사,"네, 없습니다."
고객,"네, 상담원 공공공이었습니다."
상담사,
