Role,Dialogue
고객,안녕하세요 공 공 은행입니다.
상담사,신용 대출을 받고 싶어서 문의 드립니다.
고객,간단한 본인 확인 진행 먼저 하겠습니다.
상담사,안내 멘트가 나오면 생년월일 여섯 자리 눌러 주시기 바랍니다.
고객,"네, 알겠습니다."
상담사,확인 되었습니다.
고객,"고객님, 성함이랑 휴대폰 번호 알려 주세요."
상담사,공공공이고 000 다시 0000 다시 0000입니다 000 고객님 기존 신용대출을 이미 받고 계신 게 있나요?
고객,"네, 농협에서 대출받은 게 있습니다."
상담사,그럼 농협에서 받은 대출금액이 얼마나 되나요?
고객,2천만 원 정도 됩니다.
상담사,신용대출은 한도가 타 대출 건과 합산이 되어 산정됩니다.
고객,추가 대출금액이 얼마나 필요하신가요?
상담사,3천만 원 정도 필요합니다.
고객,대출 한도는 스마트폰 비대면 대출 메뉴를 이용하시거나 지점을 방문해 주시면 진행 가능합니다.
상담사,문자로 비대면 대출 방법을 보내주실 수 있나요?
고객,통화 중인 번호로 보내드리면 될까요?
상담사,"네, 이 번호로 보내주세요?"
고객,
