Role,Dialogue
고객,국민연금 납입내역을 확인할 수 있죠.
상담사,가입내역 조회를 위해 성함 주민등록번호 앞 여섯자리 전화번호를 말씀해 주시겠습니까?
고객,00000000000100000 공공공공공입니다.
상담사,000 고객님 불러주신 전화번호로 인증번호를 발송해 드렸습니다.
고객,확인되시나요?
상담사,"네, 공공공공공공이네요 네, 고객님은 공공공공년, 공공월부터 국민연금에 가입되어 지금까지 총 공공회 납입하셨으며 납입 총 금액은 공공공공공공공공공공원입니다."
고객,국민연금은 몇 살까지 내나요?
상담사,60 세까지입니다.
고객,국민연금을 지급받기 시작하는 나이는요?
상담사,10006 15세 이후부터 수영할 수 있습니다.
고객,최소 납입 기간이 있나요?
상담사,최소 기간은 10년 이상이고 그 기간을 채웠을 때 65세 이상이 되면 국민연금을 받을 수 있습니다.
고객,납입 기간이 모자라면 어떻게 되나요?
상담사,국민연금을 받을 수가 없습니다.
고객,가입 기간이 길수록 연금을 많이 받을 수 있나요?
상담사,"네, 맞습니다."
고객,가입 도중 중간에 납입하지 못하고 다시 넣게 되었는데요.
상담사,연금을 많이 받고 싶으면 어떻게 해야 하나요?
고객,추가 보험료 납부 신청을 하시면 됩니다.
상담사,미납 기간 동안 미납되었던 금액을 한꺼번에 납입할 수 있다는 거죠?
고객,"네, 그렇습니다."
상담사,"네, 잘 알겠습니다."
고객,
