Role,Dialogue
고객,공용화장실에서 통장을 습득했는데 어떻게 할까요?
상담사,네 통장을 은행에 가져다 드리는 게 나은가요?
고객,경찰서에 가져다 드리는 게 나은가요?
상담사,통장만 습득하신 거라면 은행에 가져다 주시는 게 좋습니다.
고객,그럼 후에 어떻게 처리하시죠?
상담사,예금주에게 연락합니다.
고객,주인이 받으러 못 오는 경우는 어떻게 하나요?
상담사,예금주께서 이용하시기 편한 은행에서 재발급하실 것을 권유하고 해당 통장은 파쇄합니다.
고객,"아, 그렇군요."
상담사,제가 있는 곳에선 공공은행이 가까운데 다른 은행에 가져다 드리는 거 안 되죠.
고객,"네, 완전히 안 된다고는 할 수 없으나 그래도 저희 은행에 가져다 주시면 좋을 것 같습니다."
상담사,통장의 경우도 사례금 받을 수 있나요?
고객,사례금을 받긴 좀 어려울 듯합니다.
상담사,그렇죠.
고객,"잔고가 많길래 네 다른 계좌로 잔고를 이체하거나 통장 분실 신고를 한 경우 그 통장의 가치가 없다 보니 네, 그냥 여쭤봤습니다."
상담사,가까운 지점 안내 부탁드려도 될까요?
고객,"네, 어디서 가까운 역으로 안내해 드릴까요?"
상담사,"000 역이요, 공 공 역 공 번 출구에서."
고객,공민터정도 직진하시면 000 지점이 있습니다.
상담사,"네, 알겠습니다."
고객,
