Role,Dialogue
고객,가입한 보험계약 중 만기가 다가오는 보험이 있는데요.
상담사,만기 시 얼마나 받을 수 있나요?
고객,보험계약자가 본인이신가요?
상담사,"네, 계약자 본인 확인을 하고 안내해 드리겠습니다."
고객,성함이 어떻게 되십니까?
상담사,공 공 공입니다.
고객,주민등록번호 앞 여섯 자리를 말씀해 주시겠습니까?
상담사,00000 공입니다.
고객,"세 개의 보험에 가입되어 있으시며, 그중 한 개의 보험이 만기되었습니다."
상담사,만기 보험금 지급 신청은 어떻게 하죠?
고객,지점을 방문하셔서 지급 신청하세요.
상담사,전화로 지급 신청할 수는 없나요?
고객,"네, 고객님 최초 가입 시 비밀번호 설정을 안 하셔서 전화상으로 업무 진행이 되지 않습니다."
상담사,그런가요?
고객,그럼 얼마나 받는지는 알 수 있나요?
상담사,중도인출하신 부분이 있어 중도인출금의 이자를 빼고 수령하실 수 있습니다 만기 때 받는 제 돈을 잠깐 먼저 빼서 쓴 건데 왜 그 이자를 제가 내야 하나요?
고객,적립 부분을 재원으로 만기 전에 수령하신 것이라 그렇습니다.
상담사,중도인출 시 설명하신 내용하고 다른데요.
고객,중도인출금을 대출처럼 이자를 내신 것이 아니라 원래 환급금이 이 프로의 이자가 붙어서 책정된 것인데 중도인출하시며 중도인출하신 부분의 이 프로 이자를 제외하게 된다는 의미입니다.
상담사,만기인출 시 계산된 이자를 못 받는다는 이야기군요?
고객,
