Role,Dialogue
고객,신혼부부 전세자금 대출 최저금리가 얼마죠?
상담사,고정금리로 삼점 오퍼센트입니다.
고객,더 저렴하게 받으려면 어떻게 해야 하나요?
상담사,변동금리로 받으시면 조금 더 저렴하게 받으실 수 있습니다.
고객,그것 말고도 낮출 방법이 있을까요?
상담사,기간을 짧게 잡아주시면 가능합니다.
고객,삼점 오퍼센트는 몇년 상환인거죠?
상담사,30년 상환 기준입니다.
고객,그럼 15년 상환으로 바꾸면 금리를 조금 더 낮출 수 있다는 거군요?
상담사,"네, 그렇습니다."
고객,"네, 금리 저렴하게 받을 거면 변동금리의 15년 상황을 알아봐야겠네요."
상담사,감사합니다.
고객,혹시 더 하실 질문이 있으신가요?
상담사,"네, 당연하죠."
고객,이럴 경우 대출 조건은 어떻게 되나요?
상담사,결혼 후 2년 이내에 연 소득 1억 5천만 원 이하면 가능합니다.
고객,세 받는 것도 소득에 들어가나요?
상담사,"네, 임대수입료도 소득에 들어가게 됩니다."
고객,제가 결혼은 2년 됐는데 혼인신고는 일 년밖에 안 됐어요.
상담사,그럼 안 되는 건가요?
고객,실혼을 기준으로 측정을 하는데.
상담사,자세한 내용은 상담원을 연결하여 통화하시면 좋을 것 같습니다.
고객,그럼 상담원 연결해 주세요?
상담사,"네, 바로 연결해 드리겠습니다."
고객,"네, 감사합니다."
상담사,별말씀을요.
고객,상담 잘 받으셔서 일 이 잘 풀리시길 바랍니다.
상담사,
