Role,Dialogue
고객,전자금융 사기 예방 서비스가 뭔지 자세히 내용을 알고 싶습니다.
상담사,금융사고를 방지하고자 개인 신분 확인을 강화하는 서비스입니다.
고객,그렇군요.
상담사,언제 이런 서비스를 사용하는 건데요.
고객,타 기관 인증서 등록하거나 하루에 100만 원 이상 이체 시에 이용됩니다.
상담사,어떻게 하는 건가요?
고객,서비스를 사용하는 PC 를 지정하거나.
상담사,이 채널 인정을 선택하실 수 있습니다.
고객,이 채널 인정이란 건 뭔가요?
상담사,승인을 위하여 1개 절차를 더 하는 것으로 전화 승인하는 방법입니다.
고객,"아, 그렇군요."
상담사,해외로도 전화 인정 서비스를 주시나요?
고객,현재 해외 체류 중이신가요?
상담사,"네, 그렇습니다."
고객,죄송합니다만 전화 인정 서비스는.
상담사,국내에 한해서만 가능합니다.
고객,"아, 그렇군요."
상담사,하지만 이 부분 예외 등록 신청은 가능합니다.
고객,"아, 그렇군요."
상담사,어떻게 하면 되는 건가요?
고객,영업점에서 신청하시면 가능한데 영업점 방문은 현재 어려우실까요?
상담사,네 코로나 때문에 지금 일 년이 넘게 한국에 들어가지를 못하고 있습니다.
고객,"아, 그러시군요."
상담사,그렇다면 지정 PC 서비스 외에는 이용이 불가하실 것 같습니다.
고객,"아 네, 알겠습니다."
상담사,"네, 감사합니다."
고객,
