Role,Dialogue
고객,공공은행 맞는 거 맞죠?
상담사,"네, 맞습니다."
고객,"고객님, 내 통장의 거래 빈도를 알고 싶습니다."
상담사,최근에는 없습니다.
고객,조회 시작 날짜가 며칠로 하십니까?
상담사,일자는 3월 사일로 해주십시오.
고객,2번째 단계 조회 종료 일자가 며칠이시죠.
상담사,3월 팔일입니다.
고객,오래 기다리셨습니다.
상담사,고객님의 계좌의 입출금 건수는?
고객,500 건 이상입니다.
상담사,공공은행 맞습니까?
고객,내 통장의 거래 빈도를 알고 싶어요.
상담사,조회 첫 단계입니다.
고객,시작 날짜가 언제예요?
상담사,"네, 1월 일일로 해 주십시오."
고객,2번째 단계입니다.
상담사,조회 종료 날짜가 언제예요?
고객,종료 일자는 2월 칠일로 해 주세요.
상담사,감사합니다.
고객,오래 기다리셨습니다.
상담사,고객님 계좌에.
고객,거래 건수는 500 건 이상입니다.
상담사,공공에서 잔액 조회는 어떻게 합니까?
고객,저희 증권 사이트에 들어가시면 돼요.
상담사,좋은 하루 되세요.
고객,
