Role,Dialogue
고객,적립식 펀드 잔고자 수를 조회하고 싶은데 어떻게 하죠?
상담사,고객님 가입하신 펀 펀드 상품이 어떤 상품이에요?
고객,공 공 펀드 상품이에요.
상담사,공 공 펀드 상품 조회는 고객센터나 인터넷뱅킹 및 가입하신 영업점을 이용하셔야 조회됩니다.
고객,고객센터 전화번호가 어떻게 되나요?
상담사,1588로 연결 후 상담원 공 번입니다.
고객,다소 대기가 있을 수 있는 점 양해 부탁드립니다.
상담사,인터넷 뱅킹을 통해 알아보고 싶은데요.
고객,일단 인터넷 뱅킹 공인인증서로 로그인하셔야 합니다.
상담사,혹시 지금 컴퓨터 하실 수 있나요?
고객,0.
상담사,4 수 있습니다.
고객,가르쳐 주세요 해볼게요.
상담사,접속되셨습니까?
고객,"네, 공인인증서로 접속했어요."
상담사,펀드 메뉴 보이십니까?
고객,네 안에 여러가지 메뉴가 있는데 어느 걸 누를까요?
상담사,조회 입금 출금 해지메뉴에서 조회를 눌러주세요 했습니까?
고객,네 했어요.
상담사,덕분에 감사합니다.
고객,더 필요한 서비스 없으십니까?
상담사,상담원 칭찬 서비스도 있나요?
고객,"네, 고객님 홈페이지 내 문의 건의 게시판과."
상담사,콜센터 1588로 접수하시면 됩니다.
고객,
