Role,Dialogue
고객,여보세요 공공은행 홈페이지에 접속이 불가능합니다.
상담사,완벽한 도움을 드리기 위하여 다시 질문드리겠습니다.
고객,은행 홈페이지에 접근을 하실 수 없다는 것이 맞습니까?
상담사,맞아요.
고객,들어가지 못하는 증상이 어떻게 되십니까?
상담사,404 에러가 보여요.
고객,안타깝게도 오류로 알려진 내용은 없습니다.
상담사,고객님.
고객,만일의 사태를 대비하기 위하여 온라인 은행 거래를 중단해 주십시오.
상담사,그렇게 됐다면 어떻게 하면 거래할 수 있습니까?
고객,죄송한 말씀이시지만 사태 파악이 될 때까지 기다려 주시면 감사하겠습니다.
상담사,바빠 죽겠는데 장난이에요.
고객,죄송한 말씀을 다시 드리자면 지금 샀다 파악이 될 때까지 온라인 은행 거래가 불가능해요.
상담사,모바일 뱅크를 사용해서는 거래할 수 있습니까?
고객,현재 상태에서는 서비스를 이용할 수 있다고 확답을 드릴 수 없습니다.
상담사,모바일도 안되는 거 맞나요?
고객,어디서 계좌를 조회할 수 있습니까?
상담사,바쁘시다면 근처 atm 기기에서 이용하실 수 있습니다.
고객,바쁘시지 않다면 영업시간 내에 영업점에 방문하셔서 해결하실 수 있습니다.
상담사,우리 집 근처에는 영업점이 없습니다.
고객,죄송합니다.
상담사,상황을 파악하지 못하고 말씀드렸습니다.
고객,아닙니다.
상담사,너무 상처받지는 마세요.
고객,그러하시다면 휴대폰 전화번호와 이름을 남겨주시면 수리가 완료되는 대로 문자 또는 전화를 통하여.
상담사,안내를 도와드리도록 하겠습니다.
고객,번호는 공공공에 공공공이고 이름은 000입니다.
상담사,꼭 연락 주세요.
고객,"네, 알겠습니다."
상담사,"고객님, 마지막으로 죄송하다는 말씀을 남기며 공공공이었습니다."
고객,이상입니다.
상담사,
